,boro_nm,cmplnt_fr_dt,cmplnt_fr_tm,cmplnt_to_tm,crm_atpt_cptd_cd,jurisdiction_code,juris_desc,law_cat_cd,loc_of_occur_desc,ofns_desc,prem_typ_desc,rpt_dt,station_name,susp_age_group,susp_race,susp_sex,x_coord_cd,y_coord_cd,latitude,longitude,geocoded_column,transit_district,day,month,year
84325,MANHATTAN,2024-03-22,05:46:00,06:55:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-03-22T00:00:00.000,72 STREET,18-24,WHITE HISPANIC,F,989220,223013,40.778794001068604,-73.98205472388632,"{'type': 'Point', 'coordinates': [-73.98205472388632, 40.778794001068604]}",1,22,3,2024
114234,MANHATTAN,2024-03-22,12:00:00,12:30:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-04-01T00:00:00.000,81 ST.-MUSEUM OF NATURAL HISTO,UNKNOWN,WHITE HISPANIC,M,992081,224190,40.78202248262625,-73.97172308400239,"{'type': 'Point', 'coordinates': [-73.97172308400239, 40.78202248262625]}",1,22,3,2024
36582,MANHATTAN,2024-03-22,18:40:00,18:45:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),PETIT LARCENY,TRANSIT - NYC SUBWAY,2024-03-22T00:00:00.000,WEST 34 STREET/HUDSON YARDS,UNKNOWN,UNKNOWN,U,983700,214628,40.75578073026089,-74.0019852096343,"{'type': 'Point', 'coordinates': [-74.0019852096343, 40.75578073026089]}",1,22,3,2024
87842,MANHATTAN,2024-03-22,20:30:00,20:46:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-03-22T00:00:00.000,59 ST.-COLUMBUS CIRCLE,45-64,WHITE HISPANIC,M,988451,217993,40.7650240788333,-73.9848359497083,"{'type': 'Point', 'coordinates': [-73.9848359497083, 40.7650240788333]}",1,22,3,2024
52883,MANHATTAN,2024-03-22,17:45:00,17:50:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-03-22T00:00:00.000,34 ST.-PENN STATION,25-44,BLACK,M,986061,213320,40.75219043401121,-73.99346359839569,"{'type': 'Point', 'coordinates': [-73.99346359839569, 40.75219043401121]}",2,22,3,2024
69515,MANHATTAN,2024-03-22,17:20:00,17:34:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),GRAND LARCENY,TRANSIT - NYC SUBWAY,2024-03-22T00:00:00.000,34 STREET,UNKNOWN,WHITE HISPANIC,M,987526,211899,40.748289726324444,-73.98817669911575,"{'type': 'Point', 'coordinates': [-73.98817669911575, 40.748289726324444]}",2,22,3,2024
44995,MANHATTAN,2024-03-22,15:27:00,15:55:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),DANGEROUS DRUGS,TRANSIT - NYC SUBWAY,2024-03-22T00:00:00.000,23 STREET,25-44,BLACK,M,984669,210807,40.745293057385915,-73.998487869284,"{'type': 'Point', 'coordinates': [-73.998487869284, 40.745293057385915]}",2,22,3,2024
66419,MANHATTAN,2024-03-22,18:35:00,18:38:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-03-22T00:00:00.000,14 STREET,25-44,BLACK,M,987048,206851,40.73443438732101,-73.98990393253564,"{'type': 'Point', 'coordinates': [-73.98990393253564, 40.73443438732101]}",4,22,3,2024
90108,MANHATTAN,2024-03-22,00:42:00,00:53:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),DANGEROUS WEAPONS,TRANSIT - NYC SUBWAY,2024-03-22T00:00:00.000,59 ST.-COLUMBUS CIRCLE,(null),(null),(null),988451,217993,40.7650240788333,-73.9848359497083,"{'type': 'Point', 'coordinates': [-73.9848359497083, 40.7650240788333]}",1,22,3,2024
63584,MANHATTAN,2024-03-23,23:35:00,23:40:00,ATTEMPTED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,34 ST.-PENN STATION,25-44,BLACK,M,986848,212883,40.75099078334884,-73.99062326583427,"{'type': 'Point', 'coordinates': [-73.99062326583427, 40.75099078334884]}",2,23,3,2024
135894,QUEENS,2024-03-23,22:56:00,23:07:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OFFENSES AGAINST PUBLIC ADMINI,(null),2024-03-23T00:00:00.000,45 ROAD-COURT HOUSE SQUARE,25-44,WHITE,M,996424,210017,40.7431245994984,-73.9560680726795,"{'type': 'Point', 'coordinates': [-73.9560680726795, 40.7431245994984]}",20,23,3,2024
136178,MANHATTAN,2024-03-23,21:35:00,21:40:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),SEX CRIMES,TRANSIT - NYC SUBWAY,2024-03-24T00:00:00.000,116 ST.-COLUMBIA UNIVERSITY,25-44,BLACK,U,996351,236132,40.8148034786258,-73.95628448405,"{'type': 'Point', 'coordinates': [-73.95628448405, 40.8148034786258]}",3,23,3,2024
58757,MANHATTAN,2024-03-23,08:40:00,08:45:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL TRESPASS,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,EAST BROADWAY,25-44,WHITE HISPANIC,M,986970,199426,40.714054587119456,-73.99018838205971,"{'type': 'Point', 'coordinates': [-73.99018838205971, 40.714054587119456]}",4,23,3,2024
55755,MANHATTAN,2024-03-23,17:10:00,17:18:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FORGERY,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,34 ST.-PENN STATION,65+,BLACK,M,986061,213320,40.75219043401121,-73.99346359839569,"{'type': 'Point', 'coordinates': [-73.99346359839569, 40.75219043401121]}",2,23,3,2024
44614,MANHATTAN,2024-03-23,16:46:00,16:51:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),DANGEROUS DRUGS,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,W. 4 STREET,25-44,BLACK,M,983985,205857,40.73170654022224,-74.00095616452742,"{'type': 'Point', 'coordinates': [-74.00095616452742, 40.73170654022224]}",2,23,3,2024
30566,MANHATTAN,2024-03-23,22:55:00,23:01:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),ROBBERY,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,BOWLING GREEN,18-24,WHITE HISPANIC,M,980288,195963,40.70454900392282,-74.01428973798721,"{'type': 'Point', 'coordinates': [-74.01428973798721, 40.70454900392282]}",2,23,3,2024
70590,MANHATTAN,2024-03-23,10:50:00,11:10:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,42 ST.-TIMES SQUARE,UNKNOWN,BLACK,M,987866,214721,40.75603526927576,-73.98694809910083,"{'type': 'Point', 'coordinates': [-73.98694809910083, 40.75603526927576]}",1,23,3,2024
113481,MANHATTAN,2024-03-23,00:22:00,00:37:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,96 STREET,18-24,BLACK HISPANIC,F,992063,228791,40.79465100965659,-73.97178272840256,"{'type': 'Point', 'coordinates': [-73.97178272840256, 40.79465100965659]}",3,23,3,2024
61703,BROOKLYN,2024-03-23,10:00:00,10:06:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),SEX CRIMES,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,BAY PARKWAY,UNKNOWN,BLACK,M,986764,167283,40.6258375452829,-73.9909448942322,"{'type': 'Point', 'coordinates': [-73.9909448942322, 40.6258375452829]}",34,23,3,2024
100608,BROOKLYN,2024-03-23,00:18:00,00:22:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,(null),2024-03-23T00:00:00.000,STILLWELL AVENUE-CONEY ISLAND,25-44,WHITE HISPANIC,M,989468,148972,40.57556814653694,-73.98121659125884,"{'type': 'Point', 'coordinates': [-73.98121659125884, 40.57556814653694]}",34,23,3,2024
70440,BROOKLYN,2024-03-23,16:49:00,16:52:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,HOYT-SCHERMERHORN,18-24,WHITE,M,988089,190305,40.68901916412364,-73.98615711072209,"{'type': 'Point', 'coordinates': [-73.98615711072209, 40.68901916412364]}",30,23,3,2024
27086,MANHATTAN,2024-03-23,15:15:00,15:17:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL TRESPASS,(null),2024-03-23T00:00:00.000,BROADWAY/NASSAU,(null),(null),(null),982103,198029,40.71022031223898,-74.00774423969352,"{'type': 'Point', 'coordinates': [-74.00774423969352, 40.71022031223898]}",2,23,3,2024
27627,MANHATTAN,2024-03-23,01:05:00,01:10:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FELONY ASSAULT,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,SOUTH FERRY,45-64,WHITE HISPANIC,M,980770,194854,40.701505261974,-74.01255073642797,"{'type': 'Point', 'coordinates': [-74.01255073642797, 40.701505261974]}",2,23,3,2024
79515,MANHATTAN,2024-03-23,01:25:00,01:34:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OFFENSES INVOLVING FRAUD,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,34 STREET,45-64,BLACK HISPANIC,M,987526,211899,40.748289726324444,-73.98817669911575,"{'type': 'Point', 'coordinates': [-73.98817669911575, 40.748289726324444]}",2,23,3,2024
103236,MANHATTAN,2024-03-23,09:45:00,10:00:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),PETIT LARCENY,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,57 STREET,UNKNOWN,UNKNOWN,U,989780,218177,40.765520112238185,-73.98003670045068,"{'type': 'Point', 'coordinates': [-73.98003670045068, 40.765520112238185]}",1,23,3,2024
58418,MANHATTAN,2024-03-23,13:35:00,13:42:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,18-24,WHITE HISPANIC,M,987078,215157,40.757232265258125,-73.98979219054627,"{'type': 'Point', 'coordinates': [-73.98979219054627, 40.757232265258125]}",1,23,3,2024
59599,MANHATTAN,2024-03-23,18:05:00,18:11:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,25-44,WHITE HISPANIC,M,987078,215157,40.757232265258125,-73.98979219054627,"{'type': 'Point', 'coordinates': [-73.98979219054627, 40.757232265258125]}",1,23,3,2024
11808,BROOKLYN,2024-03-23,02:08:00,02:08:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,59 STREET,25-44,WHITE HISPANIC,F,979306,172969,40.641435145615965,-74.01781464949576,"{'type': 'Point', 'coordinates': [-74.01781464949576, 40.641435145615965]}",34,23,3,2024
105955,MANHATTAN,2024-03-23,23:00:00,23:05:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OFFENSES AGAINST PUBLIC ADMINI,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,96 STREET,25-44,BLACK,M,992063,228791,40.79465100965659,-73.97178272840256,"{'type': 'Point', 'coordinates': [-73.97178272840256, 40.79465100965659]}",3,23,3,2024
115750,MANHATTAN,2024-03-23,21:35:00,21:40:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-03-24T00:00:00.000,116 ST.-COLUMBIA UNIVERSITY,25-44,BLACK,U,994244,233656,40.80800190479497,-73.9638986327926,"{'type': 'Point', 'coordinates': [-73.9638986327926, 40.80800190479497]}",3,23,3,2024
76583,BROOKLYN,2024-03-23,18:50:00,19:00:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,9TH STREET,25-44,BLACK,M,987381,183506,40.67035772942524,-73.98871321711381,"{'type': 'Point', 'coordinates': [-73.98871321711381, 40.67035772942524]}",32,23,3,2024
61288,MANHATTAN,2024-03-23,12:32:00,12:42:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,25-44,BLACK,M,987078,215157,40.757232265258125,-73.98979219054627,"{'type': 'Point', 'coordinates': [-73.98979219054627, 40.757232265258125]}",1,23,3,2024
68441,MANHATTAN,2024-03-23,13:55:00,14:05:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,45-64,WHITE HISPANIC,M,987078,215157,40.757232265258125,-73.98979219054627,"{'type': 'Point', 'coordinates': [-73.98979219054627, 40.757232265258125]}",1,23,3,2024
105021,MANHATTAN,2024-03-23,02:15:00,02:37:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),HARRASSMENT 2,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,96 STREET,UNKNOWN,UNKNOWN,U,992063,228791,40.79465100965659,-73.97178272840256,"{'type': 'Point', 'coordinates': [-73.97178272840256, 40.79465100965659]}",3,23,3,2024
93180,MANHATTAN,2024-03-23,07:05:00,07:29:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,42 ST.-GRAND CENTRAL,25-44,BLACK,M,990886,213048,40.751441558231285,-73.97604910329609,"{'type': 'Point', 'coordinates': [-73.97604910329609, 40.751441558231285]}",4,23,3,2024
74616,MANHATTAN,2024-03-23,20:00:00,20:10:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),HARRASSMENT 2,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,42 ST.-TIMES SQUARE,UNKNOWN,WHITE HISPANIC,M,987866,214721,40.75603526927576,-73.98694809910083,"{'type': 'Point', 'coordinates': [-73.98694809910083, 40.75603526927576]}",1,23,3,2024
56405,MANHATTAN,2024-03-23,14:44:00,14:45:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),GRAND LARCENY,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,34 ST.-PENN STATION,UNKNOWN,UNKNOWN,U,986061,213320,40.75219043401121,-73.99346359839569,"{'type': 'Point', 'coordinates': [-73.99346359839569, 40.75219043401121]}",2,23,3,2024
73570,BROOKLYN,2024-03-23,20:30:00,20:36:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT FACILITY (OTHER),2024-03-23T00:00:00.000,HOYT-SCHERMERHORN,25-44,BLACK,M,988089,190305,40.68901916412364,-73.98615711072209,"{'type': 'Point', 'coordinates': [-73.98615711072209, 40.68901916412364]}",30,23,3,2024
67791,MANHATTAN,2024-03-23,15:00:00,15:05:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),DANGEROUS WEAPONS,TRANSIT - NYC SUBWAY,2024-03-23T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,25-44,WHITE HISPANIC,M,987078,215157,40.757232265258125,-73.98979219054627,"{'type': 'Point', 'coordinates': [-73.98979219054627, 40.757232265258125]}",1,23,3,2024
104486,BROOKLYN,2024-03-24,18:48:00,18:48:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-03-24T00:00:00.000,LAFAYETTE AVENUE,25-44,BLACK,M,991339,189319,40.686310814016906,-73.97443910984221,"{'type': 'Point', 'coordinates': [-73.97443910984221, 40.686310814016906]}",30,24,3,2024
43007,MANHATTAN,2024-03-24,22:10:00,22:15:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),HARRASSMENT 2,TRANSIT - NYC SUBWAY,2024-03-24T00:00:00.000,23 STREET,UNKNOWN,UNKNOWN,U,984669,210807,40.745293057385915,-73.998487869284,"{'type': 'Point', 'coordinates': [-73.998487869284, 40.745293057385915]}",2,24,3,2024
100467,MANHATTAN,2024-03-24,14:33:00,14:49:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),HARRASSMENT 2,TRANSIT - NYC SUBWAY,2024-03-24T00:00:00.000,59 ST.-COLUMBUS CIRCLE,25-44,BLACK,M,989377,219037,40.76788083233257,-73.98149087437686,"{'type': 'Point', 'coordinates': [-73.98149087437686, 40.76788083233257]}",1,24,3,2024
74824,BROOKLYN,2024-03-24,22:43:00,22:45:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-03-24T00:00:00.000,JAY STREET-BOROUGH HALL,25-44,BLACK,M,987772,191476,40.692233421103055,-73.98729955552464,"{'type': 'Point', 'coordinates': [-73.98729955552464, 40.692233421103055]}",30,24,3,2024
111365,MANHATTAN,2024-03-24,12:00:00,12:12:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-03-24T00:00:00.000,59 STREET,25-44,BLACK,M,993063,216978,40.76222650346466,-73.9681866435407,"{'type': 'Point', 'coordinates': [-73.9681866435407, 40.76222650346466]}",4,24,3,2024
72953,MANHATTAN,2024-03-24,19:26:00,19:28:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),DANGEROUS WEAPONS,TRANSIT - NYC SUBWAY,2024-03-24T00:00:00.000,42 ST.-TIMES SQUARE,18-24,BLACK,M,987866,214721,40.75603526927576,-73.98694809910083,"{'type': 'Point', 'coordinates': [-73.98694809910083, 40.75603526927576]}",1,24,3,2024
26718,MANHATTAN,2024-03-24,01:50:00,02:40:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL TRESPASS,TRANSIT - NYC SUBWAY,2024-03-24T00:00:00.000,CORTLANDT STREET,25-44,BLACK,F,981012,198962,40.71278084336635,-74.01167993081161,"{'type': 'Point', 'coordinates': [-74.01167993081161, 40.71278084336635]}",2,24,3,2024
40872,MANHATTAN,2024-03-24,16:07:00,16:08:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL TRESPASS,TRANSIT - NYC SUBWAY,2024-03-24T00:00:00.000,CANAL STREET,25-44,BLACK,M,984103,201020,40.71843015224279,-74.00053029504515,"{'type': 'Point', 'coordinates': [-74.00053029504515, 40.71843015224279]}",2,24,3,2024
64602,MANHATTAN,2024-03-25,23:50:00,23:55:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER STATE LAWS (NON PENAL LAW),TRANSIT - NYC SUBWAY,2024-03-26T00:00:00.000,14 STREET,25-44,WHITE,M,987048,206851,40.73443438732101,-73.98990393253564,"{'type': 'Point', 'coordinates': [-73.98990393253564, 40.73443438732101]}",4,25,3,2024
130489,BROOKLYN,2024-03-25,08:25:00,08:25:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-03-25T00:00:00.000,"AVENUE ""J""",(null),(null),(null),995224,167086,40.62528214117183,-73.96046710056453,"{'type': 'Point', 'coordinates': [-73.96046710056453, 40.62528214117183]}",34,25,3,2024
59343,MANHATTAN,2024-03-25,14:30:00,14:40:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-03-25T00:00:00.000,14 ST.-UNION SQUARE,25-44,WHITE HISPANIC,M,987048,206851,40.73443438732101,-73.98990393253564,"{'type': 'Point', 'coordinates': [-73.98990393253564, 40.73443438732101]}",4,25,3,2024
73361,MANHATTAN,2024-03-25,10:43:00,10:53:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),DANGEROUS WEAPONS,TRANSIT - NYC SUBWAY,2024-03-25T00:00:00.000,DELANCEY STREET,25-44,BLACK,M,987521,201066,40.71855580770046,-73.98820001110087,"{'type': 'Point', 'coordinates': [-73.98820001110087, 40.71855580770046]}",4,25,3,2024
123660,BROOKLYN,2024-03-25,16:15:00,16:35:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-03-25T00:00:00.000,"AVENUE ""M""",(null),(null),(null),995603,164474,40.61811226937751,-73.95910617829706,"{'type': 'Point', 'coordinates': [-73.95910617829706, 40.61811226937751]}",34,25,3,2024
75361,BROOKLYN,2024-03-25,20:06:00,20:06:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-03-25T00:00:00.000,JAY STREET-BOROUGH HALL,45-64,BLACK,M,987772,191476,40.692233421103055,-73.98729955552464,"{'type': 'Point', 'coordinates': [-73.98729955552464, 40.692233421103055]}",30,25,3,2024
132859,BROOKLYN,2024-03-25,10:08:00,10:09:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-04-23T00:00:00.000,BEDFORD AVENUE,UNKNOWN,UNKNOWN,U,995969,200806,40.717835013083445,-73.95772467766359,"{'type': 'Point', 'coordinates': [-73.95772467766359, 40.717835013083445]}",33,25,3,2024
91033,MANHATTAN,2024-03-25,10:25:00,10:27:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),PETIT LARCENY,DEPARTMENT STORE,2024-03-25T00:00:00.000,59 ST.-COLUMBUS CIRCLE,45-64,BLACK,M,989210,219405,40.768890992016146,-73.98209349413949,"{'type': 'Point', 'coordinates': [-73.98209349413949, 40.768890992016146]}",1,25,3,2024
33713,MANHATTAN,2024-03-25,06:57:00,08:00:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-04-01T00:00:00.000,WALL STREET,25-44,WHITE,M,981615,196630,40.706380256425916,-74.00950391062128,"{'type': 'Point', 'coordinates': [-74.00950391062128, 40.706380256425916]}",2,25,3,2024
137067,BROOKLYN,2024-03-25,11:38:00,11:50:00,COMPLETED,0,N.Y. POLICE DEPT,FELONY,INSIDE,FELONY ASSAULT,HOSPITAL,2024-03-25T00:00:00.000,FRANKLIN AVENUE,UNKNOWN,BLACK,F,996312,187499,40.681311,-73.956509,"{'type': 'Point', 'coordinates': [-73.956509, 40.681311]}",30,25,3,2024
100846,BROOKLYN,2024-03-25,12:30:00,13:30:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-03-25T00:00:00.000,"AVENUE ""U""",UNKNOWN,UNKNOWN,U,990220,156560,40.596395221752246,-73.97850288858373,"{'type': 'Point', 'coordinates': [-73.97850288858373, 40.596395221752246]}",34,25,3,2024
91373,MANHATTAN,2024-03-25,22:50:00,22:56:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),HARRASSMENT 2,TRANSIT - NYC SUBWAY,2024-03-26T00:00:00.000,59 ST.-COLUMBUS CIRCLE,25-44,UNKNOWN,M,989210,219405,40.768890992016146,-73.98209349413949,"{'type': 'Point', 'coordinates': [-73.98209349413949, 40.768890992016146]}",1,25,3,2024
32953,MANHATTAN,2024-03-25,06:30:00,(null),COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-04-01T00:00:00.000,WALL STREET,25-44,WHITE,M,981005,197131,40.70775518040479,-74.01170429833229,"{'type': 'Point', 'coordinates': [-74.01170429833229, 40.70775518040479]}",2,25,3,2024
30163,MANHATTAN,2024-03-25,06:54:00,(null),COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-04-01T00:00:00.000,BROAD STREET,25-44,WHITE,M,981148,196593,40.706278548761944,-74.01118826785164,"{'type': 'Point', 'coordinates': [-74.01118826785164, 40.706278548761944]}",2,25,3,2024
24779,MANHATTAN,2024-03-25,00:01:00,05:51:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-04-03T00:00:00.000,BROAD STREET,(null),(null),(null),981148,196593,40.706278548761944,-74.01118826785164,"{'type': 'Point', 'coordinates': [-74.01118826785164, 40.706278548761944]}",2,25,3,2024
60230,MANHATTAN,2024-03-25,14:50:00,14:55:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-03-25T00:00:00.000,14 ST.-UNION SQUARE,25-44,BLACK,M,987048,206851,40.73443438732101,-73.98990393253564,"{'type': 'Point', 'coordinates': [-73.98990393253564, 40.73443438732101]}",4,25,3,2024
67754,MANHATTAN,2024-03-25,15:37:00,15:40:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-03-25T00:00:00.000,14 STREET,(null),(null),(null),987048,206851,40.73443438732101,-73.98990393253564,"{'type': 'Point', 'coordinates': [-73.98990393253564, 40.73443438732101]}",4,25,3,2024
131269,BROOKLYN,2024-03-26,11:00:00,11:09:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-03-26T00:00:00.000,BEDFORD-NOSTRAND AVENUES,25-44,WHITE,F,996696,190463,40.689444919404636,-73.95512120164842,"{'type': 'Point', 'coordinates': [-73.95512120164842, 40.689444919404636]}",30,26,3,2024
