,boro_nm,cmplnt_fr_dt,cmplnt_fr_tm,cmplnt_to_tm,crm_atpt_cptd_cd,jurisdiction_code,juris_desc,law_cat_cd,loc_of_occur_desc,ofns_desc,prem_typ_desc,rpt_dt,station_name,susp_age_group,susp_race,susp_sex,x_coord_cd,y_coord_cd,latitude,longitude,geocoded_column,transit_district,day,month,year
131062,MANHATTAN,2024-07-12,20:00:00,21:00:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),GRAND LARCENY,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,125 STREET,(null),(null),(null),995794,236458,40.815690724900946,-73.95829474326734,"{'type': 'Point', 'coordinates': [-73.95829474326734, 40.815690724900946]}",3,12,7,2024
93427,BROOKLYN,2024-07-12,18:25:00,18:33:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,STILLWELL AVENUE-CONEY ISLAND,18-24,BLACK,M,989468,148972,40.57556814653694,-73.98121659125884,"{'type': 'Point', 'coordinates': [-73.98121659125884, 40.57556814653694]}",34,12,7,2024
128662,MANHATTAN,2024-07-12,00:40:00,00:45:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,125 STREET,45-64,WHITE HISPANIC,M,995794,236458,40.815690724900946,-73.95829474326734,"{'type': 'Point', 'coordinates': [-73.95829474326734, 40.815690724900946]}",3,12,7,2024
50892,MANHATTAN,2024-07-12,21:31:00,21:36:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OFFENSES AGAINST PUBLIC ADMINI,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,42 ST.-TIMES SQUARE,25-44,BLACK,M,985764,213806,40.7535327012632,-73.9945368920152,"{'type': 'Point', 'coordinates': [-73.9945368920152, 40.7535327012632]}",1,12,7,2024
85578,MANHATTAN,2024-07-12,22:15:00,22:20:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),SEX CRIMES,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,49 STREET,UNKNOWN,WHITE,M,988451,217993,40.7650240788333,-73.9848359497083,"{'type': 'Point', 'coordinates': [-73.9848359497083, 40.7650240788333]}",1,12,7,2024
98295,BROOKLYN,2024-07-12,15:05:00,15:10:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),HARRASSMENT 2,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,DEKALB AVENUE,UNKNOWN,UNKNOWN,U,989388,190638,40.68993251373749,-73.98147284719796,"{'type': 'Point', 'coordinates': [-73.98147284719796, 40.68993251373749]}",30,12,7,2024
76027,MANHATTAN,2024-07-12,14:04:00,14:10:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FELONY ASSAULT,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,34 ST.-HERALD SQ.,45-64,BLACK,F,987639,212445,40.74978831616354,-73.98776859948752,"{'type': 'Point', 'coordinates': [-73.98776859948752, 40.74978831616354]}",2,12,7,2024
97596,MANHATTAN,2024-07-12,23:30:00,23:37:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),DANGEROUS WEAPONS,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,42 ST.-GRAND CENTRAL,18-24,ASIAN / PACIFIC ISLANDER,M,990886,213048,40.751441558231285,-73.97604910329609,"{'type': 'Point', 'coordinates': [-73.97604910329609, 40.751441558231285]}",4,12,7,2024
70799,BROOKLYN,2024-07-12,19:16:00,19:16:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,JAY STREET-BOROUGH HALL,25-44,BLACK,M,987772,191476,40.692233421103055,-73.98729955552464,"{'type': 'Point', 'coordinates': [-73.98729955552464, 40.692233421103055]}",30,12,7,2024
48032,MANHATTAN,2024-07-12,03:56:00,04:03:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),DANGEROUS WEAPONS,TRAMWAY,2024-07-12T00:00:00.000,18 STREET,45-64,WHITE HISPANIC,M,984843,209263,40.741055152896635,-73.99786005613711,"{'type': 'Point', 'coordinates': [-73.99786005613711, 40.741055152896635]}",2,12,7,2024
76105,MANHATTAN,2024-07-12,01:10:00,06:50:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),PETIT LARCENY,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,34 STREET,UNKNOWN,UNKNOWN,U,987526,211899,40.748289726324444,-73.98817669911575,"{'type': 'Point', 'coordinates': [-73.98817669911575, 40.748289726324444]}",2,12,7,2024
63640,MANHATTAN,2024-07-12,00:40:00,00:47:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,14 STREET,25-44,BLACK,M,986812,206998,40.73483793761199,-73.99075543906763,"{'type': 'Point', 'coordinates': [-73.99075543906763, 40.73483793761199]}",4,12,7,2024
22749,BROOKLYN,2024-07-12,15:45:00,15:51:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,86 STREET,45-64,BLACK,M,976380,166180,40.62279866219678,-74.02834994870356,"{'type': 'Point', 'coordinates': [-74.02834994870356, 40.62279866219678]}",34,12,7,2024
28834,MANHATTAN,2024-07-12,11:20:00,11:20:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,BROADWAY/NASSAU,25-44,BLACK,M,982103,198029,40.71022031223898,-74.00774423969352,"{'type': 'Point', 'coordinates': [-74.00774423969352, 40.71022031223898]}",2,12,7,2024
115598,BROOKLYN,2024-07-12,15:20:00,15:25:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),DANGEROUS WEAPONS,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,PROSPECT PARK,45-64,BLACK,M,994685,180860,40.663089452502554,-73.96238749617706,"{'type': 'Point', 'coordinates': [-73.96238749617706, 40.663089452502554]}",32,12,7,2024
113552,MANHATTAN,2024-07-12,13:00:00,13:01:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-14T00:00:00.000,LEXINGTON AVE.,25-44,BLACK HISPANIC,F,993569,217891,40.7647319341185,-73.96635880834104,"{'type': 'Point', 'coordinates': [-73.96635880834104, 40.7647319341185]}",1,12,7,2024
12068,BROOKLYN,2024-07-12,23:35:00,23:40:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL TRESPASS,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,59 STREET,25-44,BLACK,F,979306,172969,40.641435145615965,-74.01781464949576,"{'type': 'Point', 'coordinates': [-74.01781464949576, 40.641435145615965]}",34,12,7,2024
138355,MANHATTAN,2024-07-12,16:08:00,16:13:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,86 STREET,18-24,BLACK,M,996551,223272,40.779497725226406,-73.95558406794517,"{'type': 'Point', 'coordinates': [-73.95558406794517, 40.779497725226406]}",4,12,7,2024
62556,MANHATTAN,2024-07-12,17:20:00,17:23:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,UNION SQUARE,45-64,WHITE,M,987048,206851,40.73443438732101,-73.98990393253564,"{'type': 'Point', 'coordinates': [-73.98990393253564, 40.73443438732101]}",4,12,7,2024
134425,MANHATTAN,2024-07-12,13:50:00,13:54:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,86 STREET,18-24,BLACK,M,996551,223272,40.779497725226406,-73.95558406794517,"{'type': 'Point', 'coordinates': [-73.95558406794517, 40.779497725226406]}",4,12,7,2024
99052,BROOKLYN,2024-07-12,12:51:00,12:51:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,STILLWELL AVENUE-CONEY ISLAND,45-64,BLACK,M,989468,148972,40.57556814653694,-73.98121659125884,"{'type': 'Point', 'coordinates': [-73.98121659125884, 40.57556814653694]}",34,12,7,2024
63997,MANHATTAN,2024-07-12,19:55:00,20:01:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,(null),(null),(null),987078,215157,40.757232265258125,-73.98979219054627,"{'type': 'Point', 'coordinates': [-73.98979219054627, 40.757232265258125]}",1,12,7,2024
82390,MANHATTAN,2024-07-12,21:40:00,21:44:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,59 ST.-COLUMBUS CIRCLE,25-44,BLACK,M,988451,217993,40.7650240788333,-73.9848359497083,"{'type': 'Point', 'coordinates': [-73.9848359497083, 40.7650240788333]}",1,12,7,2024
124375,BROOKLYN,2024-07-12,10:13:00,10:18:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,CHURCH AVENUE,25-44,WHITE HISPANIC,M,994496,175887,40.64943987891096,-73.96307629405122,"{'type': 'Point', 'coordinates': [-73.96307629405122, 40.64943987891096]}",32,12,7,2024
50778,BROOKLYN,2024-07-12,19:25:00,19:25:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,62 STREET,<18,WHITE HISPANIC,M,985078,167368,40.62606293023729,-73.99701716579553,"{'type': 'Point', 'coordinates': [-73.99701716579553, 40.62606293023729]}",34,12,7,2024
66058,MANHATTAN,2024-07-12,14:53:00,14:58:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),FORGERY,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,45-64,WHITE HISPANIC,M,986819,214690,40.75595054836769,-73.9907272426155,"{'type': 'Point', 'coordinates': [-73.9907272426155, 40.75595054836769]}",1,12,7,2024
41878,MANHATTAN,2024-07-12,00:26:00,00:31:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,W. 4 STREET,45-64,BLACK,M,983985,205857,40.73170654022224,-74.00095616452742,"{'type': 'Point', 'coordinates': [-74.00095616452742, 40.73170654022224]}",2,12,7,2024
45097,MANHATTAN,2024-07-12,19:10:00,19:20:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,W. 4 STREET,25-44,WHITE,M,983985,205857,40.73170654022224,-74.00095616452742,"{'type': 'Point', 'coordinates': [-74.00095616452742, 40.73170654022224]}",2,12,7,2024
100960,BROOKLYN,2024-07-12,15:05:00,15:10:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),HARRASSMENT 2,TRANSIT - NYC SUBWAY,2024-07-12T00:00:00.000,DEKALB AVENUE,UNKNOWN,UNKNOWN,U,989388,190638,40.68993251373749,-73.98147284719796,"{'type': 'Point', 'coordinates': [-73.98147284719796, 40.68993251373749]}",30,12,7,2024
93687,BROOKLYN,2024-07-13,14:05:00,14:11:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-07-18T00:00:00.000,ATLANTIC AVENUE,UNKNOWN,UNKNOWN,U,990502,188496,40.68405249798437,-73.97745785403545,"{'type': 'Point', 'coordinates': [-73.97745785403545, 40.68405249798437]}",32,13,7,2024
39342,MANHATTAN,2024-07-13,03:55:00,03:59:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,14 STREET,45-64,BLACK,M,983551,208788,40.73975138823035,-74.00252241397993,"{'type': 'Point', 'coordinates': [-74.00252241397993, 40.73975138823035]}",2,13,7,2024
138340,BROOKLYN,2024-07-13,18:40:00,18:45:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),GRAND LARCENY,TRANSIT - NYC SUBWAY,2024-07-15T00:00:00.000,BEDFORD AVENUE,25-44,WHITE HISPANIC,M,995969,200806,40.717835013083445,-73.95772467766359,"{'type': 'Point', 'coordinates': [-73.95772467766359, 40.717835013083445]}",33,13,7,2024
51844,BROOKLYN,2024-07-13,21:25:00,21:32:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,SMITH-9 STREETS,25-44,BLACK,M,984869,185103,40.674741668197576,-73.99776845166649,"{'type': 'Point', 'coordinates': [-73.99776845166649, 40.674741668197576]}",30,13,7,2024
88088,MANHATTAN,2024-07-13,20:16:00,20:30:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OFFENSES AGAINST PUBLIC ADMINI,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,59 ST.-COLUMBUS CIRCLE,25-44,BLACK,M,988451,217993,40.7650240788333,-73.9848359497083,"{'type': 'Point', 'coordinates': [-73.9848359497083, 40.7650240788333]}",1,13,7,2024
84231,BROOKLYN,2024-07-13,09:30:00,09:36:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OFFENSES AGAINST PUBLIC ADMINI,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,HOYT-SCHERMERHORN,25-44,BLACK,F,988089,190305,40.68901916412364,-73.98615711072209,"{'type': 'Point', 'coordinates': [-73.98615711072209, 40.68901916412364]}",30,13,7,2024
120993,MANHATTAN,2024-07-13,00:10:00,00:24:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,110 ST.-CATHEDRAL PKWY.,25-44,UNKNOWN,M,993369,229307,40.7960743128304,-73.9670667458109,"{'type': 'Point', 'coordinates': [-73.9670667458109, 40.7960743128304]}",3,13,7,2024
75138,BROOKLYN,2024-07-13,14:40:00,19:52:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),HARRASSMENT 2,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,HOYT-SCHERMERHORN,18-24,BLACK,M,988089,190305,40.68901916412364,-73.98615711072209,"{'type': 'Point', 'coordinates': [-73.98615711072209, 40.68901916412364]}",30,13,7,2024
40399,MANHATTAN,2024-07-13,20:01:00,20:06:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL TRESPASS,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,8 AVENUE,25-44,WHITE HISPANIC,M,983551,208788,40.73975138823035,-74.00252241397993,"{'type': 'Point', 'coordinates': [-74.00252241397993, 40.73975138823035]}",2,13,7,2024
31237,MANHATTAN,2024-07-13,14:30:00,14:31:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),SEX CRIMES,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,FULTON STREET,UNKNOWN,BLACK,M,982381,201750,40.7204418884676,-74.0067439741913,"{'type': 'Point', 'coordinates': [-74.0067439741913, 40.7204418884676]}",2,13,7,2024
74637,MANHATTAN,2024-07-13,01:20:00,01:35:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),ROBBERY,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,ESSEX STREET,25-44,BLACK,M,987521,201066,40.71855580770046,-73.98820001110087,"{'type': 'Point', 'coordinates': [-73.98820001110087, 40.71855580770046]}",4,13,7,2024
34429,MANHATTAN,2024-07-13,13:00:00,13:45:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),PETIT LARCENY,TRANSIT - NYC SUBWAY,2024-07-14T00:00:00.000,CORTLANDT STREET,(null),(null),(null),981012,198962,40.71278084336635,-74.01167993081161,"{'type': 'Point', 'coordinates': [-74.01167993081161, 40.71278084336635]}",2,13,7,2024
73052,MANHATTAN,2024-07-13,22:00:00,22:07:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,42 ST.-TIMES SQUARE,25-44,WHITE,F,987889,214095,40.754317049095675,-73.98686541972873,"{'type': 'Point', 'coordinates': [-73.98686541972873, 40.754317049095675]}",1,13,7,2024
98026,BROOKLYN,2024-07-13,00:05:00,00:10:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-09-17T00:00:00.000,"AVENUE ""U""",UNKNOWN,BLACK,M,990220,156560,40.596395221752246,-73.97850288858373,"{'type': 'Point', 'coordinates': [-73.97850288858373, 40.596395221752246]}",34,13,7,2024
75987,MANHATTAN,2024-07-13,23:21:00,23:42:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,42 ST.-TIMES SQUARE,25-44,ASIAN / PACIFIC ISLANDER,M,987866,214721,40.75603526927576,-73.98694809910083,"{'type': 'Point', 'coordinates': [-73.98694809910083, 40.75603526927576]}",1,13,7,2024
86973,BROOKLYN,2024-07-13,08:56:00,08:59:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,UNION STREET,45-64,BLACK,M,988952,186074,40.67740561711505,-73.98304820765676,"{'type': 'Point', 'coordinates': [-73.98304820765676, 40.67740561711505]}",32,13,7,2024
47994,MANHATTAN,2024-07-13,15:04:00,15:30:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,34 ST.-PENN STATION,18-24,WHITE HISPANIC,M,986061,213320,40.75219043401121,-73.99346359839569,"{'type': 'Point', 'coordinates': [-73.99346359839569, 40.75219043401121]}",2,13,7,2024
69747,MANHATTAN,2024-07-13,01:03:00,01:07:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),DANGEROUS WEAPONS,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,42 ST.-PORT AUTHORITY BUS TERM,25-44,BLACK HISPANIC,M,987341,215631,40.75853318613154,-73.98884266079277,"{'type': 'Point', 'coordinates': [-73.98884266079277, 40.75853318613154]}",1,13,7,2024
86192,MANHATTAN,2024-07-13,14:27:00,14:31:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,28 STREET,18-24,ASIAN / PACIFIC ISLANDER,M,988663,210090,40.743323980565236,-73.98407437788978,"{'type': 'Point', 'coordinates': [-73.98407437788978, 40.743323980565236]}",4,13,7,2024
101972,BROOKLYN,2024-07-13,00:01:00,00:05:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,STILLWELL AVENUE-CONEY ISLAND,25-44,BLACK HISPANIC,M,989468,148972,40.57556814653694,-73.98121659125884,"{'type': 'Point', 'coordinates': [-73.98121659125884, 40.57556814653694]}",34,13,7,2024
96874,MANHATTAN,2024-07-13,15:42:00,15:55:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,59 ST.-COLUMBUS CIRCLE,18-24,WHITE HISPANIC,M,989210,219405,40.768890992016146,-73.98209349413949,"{'type': 'Point', 'coordinates': [-73.98209349413949, 40.768890992016146]}",1,13,7,2024
47424,MANHATTAN,2024-07-13,18:15:00,18:19:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,34 ST.-PENN STATION,25-44,BLACK,M,986061,213320,40.75219043401121,-73.99346359839569,"{'type': 'Point', 'coordinates': [-73.99346359839569, 40.75219043401121]}",2,13,7,2024
26405,MANHATTAN,2024-07-13,03:37:00,03:40:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,BOWLING GREEN,(null),(null),(null),980288,195963,40.70454900392282,-74.01428973798721,"{'type': 'Point', 'coordinates': [-74.01428973798721, 40.70454900392282]}",2,13,7,2024
116972,BROOKLYN,2024-07-13,23:47:00,23:51:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-14T00:00:00.000,CORTELYOU ROAD,45-64,BLACK,M,994364,173034,40.64160916180132,-73.9635562623705,"{'type': 'Point', 'coordinates': [-73.9635562623705, 40.64160916180132]}",32,13,7,2024
60690,MANHATTAN,2024-07-13,23:19:00,23:19:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),DANGEROUS WEAPONS,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,UNION SQUARE,25-44,WHITE,M,986546,207135,40.73521404188881,-73.99171521010928,"{'type': 'Point', 'coordinates': [-73.99171521010928, 40.73521404188881]}",4,13,7,2024
53663,MANHATTAN,2024-07-13,23:44:00,00:01:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-14T00:00:00.000,34 ST.-PENN STATION,45-64,WHITE,M,986061,213320,40.75219043401121,-73.99346359839569,"{'type': 'Point', 'coordinates': [-73.99346359839569, 40.75219043401121]}",2,13,7,2024
132048,MANHATTAN,2024-07-13,23:24:00,23:34:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,125 STREET,25-44,BLACK,M,995794,236458,40.815690724900946,-73.95829474326734,"{'type': 'Point', 'coordinates': [-73.95829474326734, 40.815690724900946]}",3,13,7,2024
89989,MANHATTAN,2024-07-13,16:30:00,16:39:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,42 STREET,25-44,ASIAN / PACIFIC ISLANDER,M,988650,214286,40.75484094960602,-73.98411854690194,"{'type': 'Point', 'coordinates': [-73.98411854690194, 40.75484094960602]}",1,13,7,2024
91161,MANHATTAN,2024-07-13,17:10:00,17:14:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),PETIT LARCENY,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,59 ST.-COLUMBUS CIRCLE,(null),(null),(null),989210,219405,40.768890992016146,-73.98209349413949,"{'type': 'Point', 'coordinates': [-73.98209349413949, 40.768890992016146]}",1,13,7,2024
78482,MANHATTAN,2024-07-13,23:55:00,00:05:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),OTHER OFFENSES RELATED TO THEFT,TRANSIT - NYC SUBWAY,2024-07-14T00:00:00.000,34 ST.-HERALD SQ.,25-44,BLACK HISPANIC,F,987639,212445,40.74978831616354,-73.98776859948752,"{'type': 'Point', 'coordinates': [-73.98776859948752, 40.74978831616354]}",2,13,7,2024
58268,MANHATTAN,2024-07-13,10:00:00,11:40:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),GRAND LARCENY,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,UNION SQUARE,(null),(null),(null),986546,207135,40.73521404188881,-73.99171521010928,"{'type': 'Point', 'coordinates': [-73.99171521010928, 40.73521404188881]}",4,13,7,2024
100252,BROOKLYN,2024-07-13,01:17:00,01:17:00,COMPLETED,1,N.Y. TRANSIT POLICE,VIOLATION,(null),ADMINISTRATIVE CODE,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,STILLWELL AVENUE-CONEY ISLAND,45-64,BLACK,M,989468,148972,40.57556814653694,-73.98121659125884,"{'type': 'Point', 'coordinates': [-73.98121659125884, 40.57556814653694]}",34,13,7,2024
125931,BROOKLYN,2024-07-13,19:23:00,19:53:00,COMPLETED,1,N.Y. TRANSIT POLICE,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,CHURCH AVENUE,(null),(null),(null),994496,175887,40.64943987891096,-73.96307629405122,"{'type': 'Point', 'coordinates': [-73.96307629405122, 40.64943987891096]}",32,13,7,2024
100246,BROOKLYN,2024-07-13,13:50:00,14:05:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,PACIFIC STREET,25-44,WHITE HISPANIC,M,990141,188391,40.68376454457041,-73.97875956361523,"{'type': 'Point', 'coordinates': [-73.97875956361523, 40.68376454457041]}",32,13,7,2024
82776,MANHATTAN,2024-07-13,16:52:00,17:01:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),SEX CRIMES,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,14 STREET,25-44,WHITE HISPANIC,M,988886,207857,40.7372030985741,-73.9832725981497,"{'type': 'Point', 'coordinates': [-73.9832725981497, 40.7372030985741]}",4,13,7,2024
96250,BROOKLYN,2024-07-13,11:06:00,11:06:00,COMPLETED,1,N.Y. TRANSIT POLICE,MISDEMEANOR,(null),DANGEROUS WEAPONS,TRANSIT - NYC SUBWAY,2024-07-13T00:00:00.000,STILLWELL AVENUE-CONEY ISLAND,25-44,WHITE HISPANIC,M,989468,148972,40.57556814653694,-73.98121659125884,"{'type': 'Point', 'coordinates': [-73.98121659125884, 40.57556814653694]}",34,13,7,2024
